student_id,grade,state_code,state_name,city_tier,subscription_type,gender,age_group,enrollment_cohort,is_jee_aspirant,is_neet_aspirant
STU007962,Grade 10,BR,Bihar,Tier 3,Premium,Female,14-15,2023-11,False,False
STU007963,Grade 12,TN,Tamil Nadu,Tier 2,Premium,Female,16-18,2023-12,False,True
STU007964,Grade 9,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-09,False,False
STU007965,Grade 9,WB,West Bengal,Tier 3,Free,Other,14-15,2023-08,False,False
STU007966,Grade 11,RJ,Rajasthan,Tier 1,Basic,Female,16-18,2023-02,False,False
STU007967,Grade 9,GJ,Gujarat,Tier 3,Premium,Female,14-15,2023-12,False,False
STU007968,Grade 9,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-06,False,False
STU007969,Grade 9,DL,Delhi,Tier 3,Premium,Male,14-15,2023-10,False,False
STU007970,Grade 12,MH,Maharashtra,Tier 3,Premium,Female,16-18,2023-07,True,False
STU007971,Grade 10,UP,Uttar Pradesh,Tier 3,Free,Female,14-15,2023-09,False,False
STU007972,Grade 11,BR,Bihar,Tier 2,Premium,Male,16-18,2023-05,True,True
STU007973,Grade 11,TN,Tamil Nadu,Tier 3,Premium,Male,16-18,2023-01,True,True
STU007974,Grade 9,KA,Karnataka,Tier 1,Basic,Male,14-15,2023-05,False,False
STU007975,Grade 11,WB,West Bengal,Tier 3,Free,Male,16-18,2023-10,False,False
STU007976,Grade 9,RJ,Rajasthan,Tier 2,Basic,Female,14-15,2023-04,False,False
STU007977,Grade 12,GJ,Gujarat,Tier 2,Premium,Female,16-18,2023-03,True,True
STU007978,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Male,16-18,2023-08,False,False
STU007979,Grade 10,DL,Delhi,Tier 2,Premium,Female,14-15,2023-02,False,False
STU007980,Grade 10,MH,Maharashtra,Tier 2,Free,Male,14-15,2023-09,False,False
STU007981,Grade 11,UP,Uttar Pradesh,Tier 1,Free,Female,16-18,2023-09,False,False
STU007982,Grade 11,BR,Bihar,Tier 3,Free,Male,16-18,2023-06,False,False
STU007983,Grade 10,TN,Tamil Nadu,Tier 2,Free,Female,14-15,2023-04,False,False
STU007984,Grade 11,KA,Karnataka,Tier 1,Basic,Male,16-18,2023-11,False,False
STU007985,Grade 12,WB,West Bengal,Tier 2,Free,Male,16-18,2023-01,True,False
STU007986,Grade 9,RJ,Rajasthan,Tier 2,Premium,Female,14-15,2023-12,False,False
STU007987,Grade 11,GJ,Gujarat,Tier 1,Free,Male,16-18,2023-07,False,False
STU007988,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-07,True,True
STU007989,Grade 11,DL,Delhi,Tier 2,Premium,Male,16-18,2023-01,True,True
STU007990,Grade 10,MH,Maharashtra,Tier 3,Premium,Female,14-15,2023-06,False,False
STU007991,Grade 11,UP,Uttar Pradesh,Tier 2,Premium,Male,16-18,2023-01,True,True
STU007992,Grade 9,BR,Bihar,Tier 2,Premium,Male,14-15,2023-03,False,False
STU007993,Grade 11,TN,Tamil Nadu,Tier 2,Basic,Female,16-18,2023-06,True,False
STU007994,Grade 9,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-10,False,False
STU007995,Grade 10,WB,West Bengal,Tier 3,Premium,Other,14-15,2023-09,False,False
STU007996,Grade 9,RJ,Rajasthan,Tier 2,Premium,Male,14-15,2023-04,False,False
STU007997,Grade 10,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-06,False,False
STU007998,Grade 12,MP,Madhya Pradesh,Tier 3,Premium,Male,16-18,2023-12,False,False
STU007999,Grade 12,DL,Delhi,Tier 1,Basic,Female,16-18,2023-10,True,False
STU008000,Grade 11,MH,Maharashtra,Tier 3,Free,Male,16-18,2023-03,True,False
STU008001,Grade 9,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-11,False,False
STU008002,Grade 12,BR,Bihar,Tier 1,Premium,Female,16-18,2023-01,True,False
STU008003,Grade 10,TN,Tamil Nadu,Tier 3,Basic,Female,14-15,2023-01,False,False
STU008004,Grade 10,KA,Karnataka,Tier 2,Basic,Female,14-15,2023-10,False,False
STU008005,Grade 11,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-03,False,False
STU008006,Grade 10,RJ,Rajasthan,Tier 3,Free,Male,14-15,2023-07,False,False
STU008007,Grade 9,GJ,Gujarat,Tier 1,Basic,Male,14-15,2023-07,False,False
STU008008,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Male,16-18,2023-02,True,True
STU008009,Grade 10,DL,Delhi,Tier 2,Basic,Male,14-15,2023-02,False,False
STU008010,Grade 12,MH,Maharashtra,Tier 1,Basic,Female,16-18,2023-02,False,False
STU008011,Grade 9,UP,Uttar Pradesh,Tier 3,Premium,Male,14-15,2023-07,False,False
STU008012,Grade 11,BR,Bihar,Tier 1,Premium,Female,16-18,2023-04,True,False
STU008013,Grade 12,TN,Tamil Nadu,Tier 2,Basic,Female,16-18,2023-09,False,False
STU008014,Grade 12,KA,Karnataka,Tier 2,Basic,Male,16-18,2023-07,True,True
STU008015,Grade 11,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-05,False,False
STU008016,Grade 10,RJ,Rajasthan,Tier 2,Premium,Male,14-15,2023-09,False,False
STU008017,Grade 9,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-07,False,False
STU008018,Grade 12,MP,Madhya Pradesh,Tier 3,Basic,Female,16-18,2023-08,False,False
STU008019,Grade 11,DL,Delhi,Tier 2,Basic,Male,16-18,2023-10,False,True
STU008020,Grade 11,MH,Maharashtra,Tier 3,Free,Male,16-18,2023-05,True,False
STU008021,Grade 9,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-07,False,False
STU008022,Grade 12,BR,Bihar,Tier 3,Premium,Male,16-18,2023-05,False,True
STU008023,Grade 9,TN,Tamil Nadu,Tier 1,Free,Male,14-15,2023-03,False,False
STU008024,Grade 10,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-10,False,False
STU008025,Grade 10,WB,West Bengal,Tier 1,Free,Male,14-15,2023-09,False,False
STU008026,Grade 10,RJ,Rajasthan,Tier 2,Basic,Female,14-15,2023-12,False,False
STU008027,Grade 9,GJ,Gujarat,Tier 2,Free,Female,14-15,2023-04,False,False
STU008028,Grade 10,MP,Madhya Pradesh,Tier 3,Free,Female,14-15,2023-01,False,False
STU008029,Grade 12,DL,Delhi,Tier 3,Free,Female,16-18,2023-10,True,False
STU008030,Grade 12,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-04,True,False
STU008031,Grade 11,UP,Uttar Pradesh,Tier 3,Free,Male,16-18,2023-12,False,True
STU008032,Grade 12,BR,Bihar,Tier 1,Premium,Female,16-18,2023-04,False,False
STU008033,Grade 12,TN,Tamil Nadu,Tier 3,Free,Male,16-18,2023-08,True,False
STU008034,Grade 9,KA,Karnataka,Tier 2,Free,Male,14-15,2023-08,False,False
STU008035,Grade 10,WB,West Bengal,Tier 3,Free,Female,14-15,2023-12,False,False
STU008036,Grade 9,RJ,Rajasthan,Tier 1,Free,Female,14-15,2023-01,False,False
STU008037,Grade 12,GJ,Gujarat,Tier 3,Free,Other,16-18,2023-07,False,True
STU008038,Grade 9,MP,Madhya Pradesh,Tier 1,Premium,Female,14-15,2023-12,False,False
STU008039,Grade 11,DL,Delhi,Tier 1,Free,Female,16-18,2023-11,False,True
STU008040,Grade 9,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-01,False,False
STU008041,Grade 9,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-06,False,False
STU008042,Grade 12,BR,Bihar,Tier 3,Free,Female,16-18,2023-09,False,True
STU008043,Grade 10,TN,Tamil Nadu,Tier 2,Premium,Male,14-15,2023-06,False,False
STU008044,Grade 11,KA,Karnataka,Tier 1,Basic,Male,16-18,2023-05,True,False
STU008045,Grade 11,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-06,False,False
STU008046,Grade 9,RJ,Rajasthan,Tier 2,Basic,Female,14-15,2023-07,False,False
STU008047,Grade 9,GJ,Gujarat,Tier 2,Free,Female,14-15,2023-01,False,False
STU008048,Grade 9,MP,Madhya Pradesh,Tier 1,Premium,Female,14-15,2023-04,False,False
STU008049,Grade 9,DL,Delhi,Tier 2,Premium,Female,14-15,2023-05,False,False
STU008050,Grade 12,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-05,True,False
STU008051,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Female,16-18,2023-05,False,True
STU008052,Grade 9,BR,Bihar,Tier 1,Premium,Male,14-15,2023-10,False,False
STU008053,Grade 12,TN,Tamil Nadu,Tier 2,Free,Female,16-18,2023-10,False,True
STU008054,Grade 9,KA,Karnataka,Tier 3,Basic,Female,14-15,2023-11,False,False
STU008055,Grade 9,WB,West Bengal,Tier 2,Free,Female,14-15,2023-11,False,False
STU008056,Grade 10,RJ,Rajasthan,Tier 1,Basic,Male,14-15,2023-04,False,False
STU008057,Grade 12,GJ,Gujarat,Tier 1,Basic,Male,16-18,2023-02,False,True
STU008058,Grade 12,MP,Madhya Pradesh,Tier 2,Free,Female,16-18,2023-06,False,False
STU008059,Grade 10,DL,Delhi,Tier 2,Basic,Male,14-15,2023-03,False,False
STU008060,Grade 12,MH,Maharashtra,Tier 1,Premium,Female,16-18,2023-03,True,True
STU008061,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Male,16-18,2023-06,True,False
STU008062,Grade 11,BR,Bihar,Tier 2,Basic,Male,16-18,2023-09,False,False
STU008063,Grade 12,TN,Tamil Nadu,Tier 3,Free,Male,16-18,2023-10,True,False
STU008064,Grade 11,KA,Karnataka,Tier 2,Free,Other,16-18,2023-12,True,True
STU008065,Grade 12,WB,West Bengal,Tier 3,Free,Male,16-18,2023-08,False,False
STU008066,Grade 11,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-12,False,False
STU008067,Grade 12,GJ,Gujarat,Tier 3,Basic,Female,16-18,2023-02,True,True
STU008068,Grade 11,MP,Madhya Pradesh,Tier 1,Basic,Male,16-18,2023-10,True,False
STU008069,Grade 10,DL,Delhi,Tier 3,Free,Female,14-15,2023-01,False,False
STU008070,Grade 11,MH,Maharashtra,Tier 3,Free,Female,16-18,2023-05,True,False
STU008071,Grade 9,UP,Uttar Pradesh,Tier 1,Premium,Male,14-15,2023-05,False,False
STU008072,Grade 10,BR,Bihar,Tier 2,Premium,Female,14-15,2023-05,False,False
STU008073,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Other,16-18,2023-01,False,False
STU008074,Grade 11,KA,Karnataka,Tier 1,Free,Female,16-18,2023-05,False,False
STU008075,Grade 11,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-05,False,False
STU008076,Grade 11,RJ,Rajasthan,Tier 3,Free,Male,16-18,2023-07,True,True
STU008077,Grade 12,GJ,Gujarat,Tier 2,Free,Female,16-18,2023-08,True,False
STU008078,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Male,16-18,2023-10,False,True
STU008079,Grade 12,DL,Delhi,Tier 1,Premium,Female,16-18,2023-12,True,False
STU008080,Grade 11,MH,Maharashtra,Tier 2,Basic,Female,16-18,2023-08,False,False
STU008081,Grade 11,UP,Uttar Pradesh,Tier 3,Free,Female,16-18,2023-12,True,True
STU008082,Grade 11,BR,Bihar,Tier 2,Free,Male,16-18,2023-12,True,True
STU008083,Grade 10,TN,Tamil Nadu,Tier 1,Premium,Female,14-15,2023-04,False,False
STU008084,Grade 12,KA,Karnataka,Tier 2,Basic,Female,16-18,2023-05,True,True
STU008085,Grade 12,WB,West Bengal,Tier 3,Free,Female,16-18,2023-04,True,False
STU008086,Grade 12,RJ,Rajasthan,Tier 1,Basic,Female,16-18,2023-10,False,False
STU008087,Grade 11,GJ,Gujarat,Tier 1,Basic,Female,16-18,2023-09,False,True
STU008088,Grade 11,MP,Madhya Pradesh,Tier 1,Premium,Female,16-18,2023-04,False,True
STU008089,Grade 11,DL,Delhi,Tier 2,Basic,Male,16-18,2023-12,True,False
STU008090,Grade 11,MH,Maharashtra,Tier 3,Free,Male,16-18,2023-09,True,False
STU008091,Grade 10,UP,Uttar Pradesh,Tier 1,Basic,Female,14-15,2023-06,False,False
STU008092,Grade 11,BR,Bihar,Tier 1,Basic,Female,16-18,2023-09,True,False
STU008093,Grade 9,TN,Tamil Nadu,Tier 2,Premium,Male,14-15,2023-05,False,False
STU008094,Grade 11,KA,Karnataka,Tier 3,Free,Male,16-18,2023-05,False,True
STU008095,Grade 12,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-04,False,False
STU008096,Grade 12,RJ,Rajasthan,Tier 2,Premium,Male,16-18,2023-09,True,True
STU008097,Grade 11,GJ,Gujarat,Tier 2,Free,Female,16-18,2023-07,True,False
STU008098,Grade 10,MP,Madhya Pradesh,Tier 1,Basic,Female,14-15,2023-05,False,False
STU008099,Grade 12,DL,Delhi,Tier 2,Basic,Male,16-18,2023-02,True,True
STU008100,Grade 10,MH,Maharashtra,Tier 1,Basic,Female,14-15,2023-02,False,False
STU008101,Grade 9,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-08,False,False
STU008102,Grade 11,BR,Bihar,Tier 3,Free,Male,16-18,2023-10,True,True
STU008103,Grade 12,TN,Tamil Nadu,Tier 3,Free,Male,16-18,2023-12,True,False
STU008104,Grade 11,KA,Karnataka,Tier 2,Basic,Female,16-18,2023-08,True,False
STU008105,Grade 10,WB,West Bengal,Tier 2,Premium,Female,14-15,2023-09,False,False
STU008106,Grade 9,RJ,Rajasthan,Tier 2,Premium,Male,14-15,2023-10,False,False
STU008107,Grade 10,GJ,Gujarat,Tier 1,Basic,Female,14-15,2023-09,False,False
STU008108,Grade 10,MP,Madhya Pradesh,Tier 2,Premium,Female,14-15,2023-11,False,False
STU008109,Grade 11,DL,Delhi,Tier 2,Basic,Male,16-18,2023-04,False,False
STU008110,Grade 9,MH,Maharashtra,Tier 3,Free,Male,14-15,2023-09,False,False
STU008111,Grade 11,UP,Uttar Pradesh,Tier 1,Basic,Female,16-18,2023-06,True,False
STU008112,Grade 12,BR,Bihar,Tier 1,Basic,Male,16-18,2023-07,True,True
STU008113,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Male,16-18,2023-10,False,False
STU008114,Grade 9,KA,Karnataka,Tier 2,Premium,Male,14-15,2023-06,False,False
STU008115,Grade 12,WB,West Bengal,Tier 3,Free,Female,16-18,2023-04,True,True
STU008116,Grade 12,RJ,Rajasthan,Tier 2,Free,Male,16-18,2023-12,False,False
STU008117,Grade 10,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-08,False,False
STU008118,Grade 12,MP,Madhya Pradesh,Tier 1,Free,Other,16-18,2023-04,False,True
STU008119,Grade 12,DL,Delhi,Tier 2,Premium,Female,16-18,2023-03,True,True
STU008120,Grade 11,MH,Maharashtra,Tier 2,Premium,Female,16-18,2023-11,False,True
STU008121,Grade 12,UP,Uttar Pradesh,Tier 1,Premium,Female,16-18,2023-01,True,True
STU008122,Grade 9,BR,Bihar,Tier 2,Premium,Male,14-15,2023-10,False,False
STU008123,Grade 9,TN,Tamil Nadu,Tier 3,Premium,Female,14-15,2023-09,False,False
STU008124,Grade 12,KA,Karnataka,Tier 1,Premium,Female,16-18,2023-04,True,True
STU008125,Grade 11,WB,West Bengal,Tier 2,Free,Male,16-18,2023-10,True,False
STU008126,Grade 10,RJ,Rajasthan,Tier 2,Free,Male,14-15,2023-02,False,False
STU008127,Grade 9,GJ,Gujarat,Tier 2,Basic,Male,14-15,2023-09,False,False
STU008128,Grade 9,MP,Madhya Pradesh,Tier 3,Free,Female,14-15,2023-12,False,False
STU008129,Grade 9,DL,Delhi,Tier 1,Basic,Female,14-15,2023-11,False,False
STU008130,Grade 10,MH,Maharashtra,Tier 2,Free,Male,14-15,2023-08,False,False
STU008131,Grade 12,UP,Uttar Pradesh,Tier 2,Basic,Male,16-18,2023-11,False,False
STU008132,Grade 11,BR,Bihar,Tier 3,Basic,Female,16-18,2023-04,True,True
STU008133,Grade 10,TN,Tamil Nadu,Tier 1,Basic,Male,14-15,2023-10,False,False
STU008134,Grade 9,KA,Karnataka,Tier 3,Free,Female,14-15,2023-01,False,False
STU008135,Grade 9,WB,West Bengal,Tier 3,Free,Male,14-15,2023-01,False,False
STU008136,Grade 11,RJ,Rajasthan,Tier 3,Free,Female,16-18,2023-07,False,True
STU008137,Grade 10,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-01,False,False
STU008138,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-03,False,False
STU008139,Grade 11,DL,Delhi,Tier 1,Free,Male,16-18,2023-11,False,False
STU008140,Grade 12,MH,Maharashtra,Tier 3,Free,Female,16-18,2023-11,True,False
STU008141,Grade 10,UP,Uttar Pradesh,Tier 1,Free,Male,14-15,2023-12,False,False
STU008142,Grade 9,BR,Bihar,Tier 2,Basic,Female,14-15,2023-06,False,False
STU008143,Grade 10,TN,Tamil Nadu,Tier 3,Basic,Male,14-15,2023-02,False,False
STU008144,Grade 10,KA,Karnataka,Tier 3,Basic,Female,14-15,2023-10,False,False
STU008145,Grade 9,WB,West Bengal,Tier 2,Free,Female,14-15,2023-10,False,False
STU008146,Grade 10,RJ,Rajasthan,Tier 2,Free,Female,14-15,2023-04,False,False
STU008147,Grade 9,GJ,Gujarat,Tier 2,Basic,Male,14-15,2023-01,False,False
STU008148,Grade 10,MP,Madhya Pradesh,Tier 1,Basic,Female,14-15,2023-12,False,False
STU008149,Grade 11,DL,Delhi,Tier 2,Premium,Male,16-18,2023-04,True,False
STU008150,Grade 11,MH,Maharashtra,Tier 3,Basic,Male,16-18,2023-11,False,False
STU008151,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Female,16-18,2023-08,False,False
STU008152,Grade 10,BR,Bihar,Tier 3,Basic,Male,14-15,2023-08,False,False
STU008153,Grade 12,TN,Tamil Nadu,Tier 2,Premium,Other,16-18,2023-05,True,False
STU008154,Grade 12,KA,Karnataka,Tier 3,Premium,Female,16-18,2023-05,False,False
STU008155,Grade 11,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-10,True,True
STU008156,Grade 11,RJ,Rajasthan,Tier 3,Free,Female,16-18,2023-04,False,True
STU008157,Grade 12,GJ,Gujarat,Tier 2,Free,Female,16-18,2023-05,False,True
STU008158,Grade 9,MP,Madhya Pradesh,Tier 2,Free,Male,14-15,2023-11,False,False
STU008159,Grade 12,DL,Delhi,Tier 2,Free,Female,16-18,2023-11,False,True
STU008160,Grade 12,MH,Maharashtra,Tier 2,Basic,Female,16-18,2023-07,False,False
STU008161,Grade 11,UP,Uttar Pradesh,Tier 2,Premium,Female,16-18,2023-07,True,True
STU008162,Grade 11,BR,Bihar,Tier 2,Free,Female,16-18,2023-09,False,False
STU008163,Grade 11,TN,Tamil Nadu,Tier 1,Free,Female,16-18,2023-03,True,False
STU008164,Grade 11,KA,Karnataka,Tier 1,Free,Female,16-18,2023-09,True,False
STU008165,Grade 9,WB,West Bengal,Tier 2,Free,Female,14-15,2023-01,False,False
STU008166,Grade 11,RJ,Rajasthan,Tier 2,Basic,Female,16-18,2023-10,True,False
STU008167,Grade 9,GJ,Gujarat,Tier 1,Basic,Female,14-15,2023-06,False,False
STU008168,Grade 12,MP,Madhya Pradesh,Tier 2,Premium,Male,16-18,2023-12,True,False
STU008169,Grade 11,DL,Delhi,Tier 1,Basic,Male,16-18,2023-08,True,False
STU008170,Grade 10,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-10,False,False
STU008171,Grade 12,UP,Uttar Pradesh,Tier 3,Free,Male,16-18,2023-09,False,False
STU008172,Grade 12,BR,Bihar,Tier 1,Free,Female,16-18,2023-06,False,True
STU008173,Grade 10,TN,Tamil Nadu,Tier 3,Free,Female,14-15,2023-09,False,False
STU008174,Grade 11,KA,Karnataka,Tier 2,Free,Male,16-18,2023-01,False,True
STU008175,Grade 12,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-10,False,False
STU008176,Grade 9,RJ,Rajasthan,Tier 2,Free,Male,14-15,2023-03,False,False
STU008177,Grade 12,GJ,Gujarat,Tier 1,Basic,Female,16-18,2023-07,False,True
STU008178,Grade 9,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-07,False,False
STU008179,Grade 9,DL,Delhi,Tier 2,Free,Male,14-15,2023-09,False,False
STU008180,Grade 11,MH,Maharashtra,Tier 3,Premium,Female,16-18,2023-11,True,False
STU008181,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Female,14-15,2023-03,False,False
STU008182,Grade 12,BR,Bihar,Tier 1,Basic,Male,16-18,2023-11,False,False
STU008183,Grade 11,TN,Tamil Nadu,Tier 1,Premium,Male,16-18,2023-01,False,False
STU008184,Grade 11,KA,Karnataka,Tier 2,Basic,Female,16-18,2023-05,False,True
STU008185,Grade 9,WB,West Bengal,Tier 1,Premium,Female,14-15,2023-03,False,False
STU008186,Grade 12,RJ,Rajasthan,Tier 1,Basic,Female,16-18,2023-05,False,False
STU008187,Grade 12,GJ,Gujarat,Tier 1,Basic,Female,16-18,2023-04,True,False
STU008188,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-01,True,False
STU008189,Grade 9,DL,Delhi,Tier 1,Basic,Male,14-15,2023-05,False,False
STU008190,Grade 10,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-04,False,False
STU008191,Grade 10,UP,Uttar Pradesh,Tier 3,Free,Female,14-15,2023-12,False,False
STU008192,Grade 10,BR,Bihar,Tier 3,Basic,Male,14-15,2023-09,False,False
STU008193,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-11,False,False
STU008194,Grade 12,KA,Karnataka,Tier 3,Basic,Female,16-18,2023-07,True,True
STU008195,Grade 12,WB,West Bengal,Tier 3,Basic,Female,16-18,2023-01,True,False
STU008196,Grade 11,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-04,False,True
STU008197,Grade 12,GJ,Gujarat,Tier 3,Free,Female,16-18,2023-01,True,True
STU008198,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-05,False,False
STU008199,Grade 9,DL,Delhi,Tier 3,Free,Male,14-15,2023-10,False,False
STU008200,Grade 9,MH,Maharashtra,Tier 1,Free,Male,14-15,2023-04,False,False
STU008201,Grade 9,UP,Uttar Pradesh,Tier 1,Premium,Male,14-15,2023-10,False,False
STU008202,Grade 10,BR,Bihar,Tier 2,Free,Female,14-15,2023-04,False,False
STU008203,Grade 11,TN,Tamil Nadu,Tier 2,Basic,Female,16-18,2023-07,True,True
STU008204,Grade 11,KA,Karnataka,Tier 1,Free,Female,16-18,2023-04,True,False
STU008205,Grade 11,WB,West Bengal,Tier 2,Free,Female,16-18,2023-01,True,True
STU008206,Grade 11,RJ,Rajasthan,Tier 3,Premium,Female,16-18,2023-11,True,True
STU008207,Grade 12,GJ,Gujarat,Tier 1,Premium,Male,16-18,2023-10,False,False
STU008208,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-04,False,True
STU008209,Grade 12,DL,Delhi,Tier 2,Free,Male,16-18,2023-09,False,False
STU008210,Grade 9,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-04,False,False
STU008211,Grade 9,UP,Uttar Pradesh,Tier 3,Basic,Female,14-15,2023-04,False,False
STU008212,Grade 11,BR,Bihar,Tier 3,Basic,Female,16-18,2023-01,False,True
STU008213,Grade 12,TN,Tamil Nadu,Tier 2,Basic,Male,16-18,2023-12,True,True
STU008214,Grade 11,KA,Karnataka,Tier 3,Premium,Female,16-18,2023-12,False,False
STU008215,Grade 12,WB,West Bengal,Tier 3,Free,Female,16-18,2023-08,True,False
STU008216,Grade 11,RJ,Rajasthan,Tier 2,Basic,Female,16-18,2023-06,False,False
STU008217,Grade 12,GJ,Gujarat,Tier 3,Premium,Male,16-18,2023-12,False,False
STU008218,Grade 9,MP,Madhya Pradesh,Tier 1,Basic,Male,14-15,2023-12,False,False
STU008219,Grade 11,DL,Delhi,Tier 1,Basic,Male,16-18,2023-04,True,False
STU008220,Grade 9,MH,Maharashtra,Tier 3,Premium,Male,14-15,2023-03,False,False
STU008221,Grade 12,UP,Uttar Pradesh,Tier 1,Basic,Female,16-18,2023-01,False,True
STU008222,Grade 11,BR,Bihar,Tier 2,Free,Female,16-18,2023-07,False,False
STU008223,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-04,False,False
STU008224,Grade 11,KA,Karnataka,Tier 2,Free,Male,16-18,2023-12,True,False
STU008225,Grade 11,WB,West Bengal,Tier 2,Free,Male,16-18,2023-12,False,True
STU008226,Grade 9,RJ,Rajasthan,Tier 3,Free,Male,14-15,2023-03,False,False
STU008227,Grade 12,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-08,True,False
STU008228,Grade 11,MP,Madhya Pradesh,Tier 3,Basic,Female,16-18,2023-12,True,True
STU008229,Grade 10,DL,Delhi,Tier 2,Free,Male,14-15,2023-04,False,False
STU008230,Grade 12,MH,Maharashtra,Tier 2,Basic,Male,16-18,2023-05,True,False
STU008231,Grade 9,UP,Uttar Pradesh,Tier 3,Free,Female,14-15,2023-12,False,False
STU008232,Grade 12,BR,Bihar,Tier 3,Free,Female,16-18,2023-06,True,False
STU008233,Grade 9,TN,Tamil Nadu,Tier 2,Premium,Female,14-15,2023-08,False,False
STU008234,Grade 11,KA,Karnataka,Tier 3,Free,Male,16-18,2023-02,True,False
STU008235,Grade 11,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-04,False,False
STU008236,Grade 12,RJ,Rajasthan,Tier 3,Premium,Male,16-18,2023-11,True,False
STU008237,Grade 12,GJ,Gujarat,Tier 2,Free,Female,16-18,2023-05,False,False
STU008238,Grade 9,MP,Madhya Pradesh,Tier 2,Free,Male,14-15,2023-09,False,False
STU008239,Grade 10,DL,Delhi,Tier 3,Free,Male,14-15,2023-08,False,False
STU008240,Grade 9,MH,Maharashtra,Tier 1,Premium,Male,14-15,2023-06,False,False
STU008241,Grade 10,UP,Uttar Pradesh,Tier 1,Basic,Male,14-15,2023-08,False,False
STU008242,Grade 11,BR,Bihar,Tier 2,Free,Male,16-18,2023-09,True,False
STU008243,Grade 12,TN,Tamil Nadu,Tier 1,Basic,Male,16-18,2023-06,True,True
STU008244,Grade 12,KA,Karnataka,Tier 2,Free,Male,16-18,2023-02,False,True
STU008245,Grade 9,WB,West Bengal,Tier 1,Basic,Male,14-15,2023-08,False,False
STU008246,Grade 10,RJ,Rajasthan,Tier 1,Premium,Male,14-15,2023-02,False,False
STU008247,Grade 10,GJ,Gujarat,Tier 3,Free,Female,14-15,2023-08,False,False
STU008248,Grade 10,MP,Madhya Pradesh,Tier 2,Free,Male,14-15,2023-07,False,False
STU008249,Grade 11,DL,Delhi,Tier 3,Basic,Female,16-18,2023-08,False,False
STU008250,Grade 10,MH,Maharashtra,Tier 2,Basic,Male,14-15,2023-02,False,False
STU008251,Grade 10,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-10,False,False
STU008252,Grade 11,BR,Bihar,Tier 2,Basic,Male,16-18,2023-02,False,False
STU008253,Grade 10,TN,Tamil Nadu,Tier 3,Free,Female,14-15,2023-08,False,False
STU008254,Grade 12,KA,Karnataka,Tier 1,Premium,Male,16-18,2023-12,True,True
STU008255,Grade 10,WB,West Bengal,Tier 2,Basic,Female,14-15,2023-06,False,False
STU008256,Grade 9,RJ,Rajasthan,Tier 3,Free,Female,14-15,2023-05,False,False
STU008257,Grade 11,GJ,Gujarat,Tier 3,Basic,Male,16-18,2023-06,True,False
STU008258,Grade 11,MP,Madhya Pradesh,Tier 1,Basic,Female,16-18,2023-01,False,False
